Error,,QtyOrdered,UnitPrice,PartDesc,Revision,JobNo,Status,QuoteNo,OrderDet_ID,LookupValToOrder,DummyAssetID,DummyPriceBookID,WorkCode,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,34,25,0.0,Fabtech Composites USA BBQ Black Forrest,,88577-03,Closed,???,DCS_468895,DCS_88577,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER2,35,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,35,10,0.0,,,88458-01,Closed,???,DCS_468911,DCS_88458,02iDn000000AXurIAG,01uDn000003d5aFIAQ,CERAMIC,36,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,36,10,0.0,Drop Waist Bracket,,88458-02,Closed,???,DCS_468912,DCS_88458,02iDn000000AXurIAG,01uDn000003d5aFIAQ,CERAMIC,37,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,37,40,0.0,"3"" Swivel Bolt Snap",,88458-03,Closed,???,DCS_468913,DCS_88458,02iDn000000AXurIAG,01uDn000003d5aFIAQ,CERAMIC,38,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,38,50,0.0,Triglid,,88458-04,Closed,???,DCS_468914,DCS_88458,02iDn000000AXurIAG,01uDn000003d5aFIAQ,CERAMIC,39,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,39,50,0.0,D-Ring,,88458-05,Closed,???,DCS_468915,DCS_88458,02iDn000000AXurIAG,01uDn000003d5aFIAQ,CERAMIC,40,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,40,1,0.0,"Jet Black is a great option for those seeking a true flat black. Cerakote Jet Black C Series Ceramic Coatings will perform at temperatures up to 1200°F and set the industry standard in high temperature coatings. C Series coatings are a line of air cured, ready to spray ceramic coatings",,88458-06,Closed,???,DCS_468916,DCS_88458,02iDn000000AXurIAG,01uDn000003d5aFIAQ,CERAMIC,41,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88458 not found for field Order_Number__c in entity WorkOrder:--,41,1,10.0,5% Environmental Fee,,88458-07,Closed,???,DCS_468917,DCS_88458,02iDn000000AXurIAG,01uDn000003d5aFIAQ,CERAMIC,42,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88623 not found for field Order_Number__c in entity WorkOrder:--,124,1,138.77,5% Environmental Fee,,88624-14,Open,???,DCS_469000,DCS_88624,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,125,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88623 not found for field Order_Number__c in entity WorkOrder:--,125,2,15.0,"1""dia x 11 1/2""",,88623-01,Open,???,DCS_469001,DCS_88623,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,126,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88623 not found for field Order_Number__c in entity WorkOrder:--,126,2,30.0,"18 1/2"" x 15 1/2"" x 2""",,88623-02,Open,???,DCS_469002,DCS_88623,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,127,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88623 not found for field Order_Number__c in entity WorkOrder:--,127,2,30.0,"14 5/8"" x 11 1/2"" x 2""",,88623-03,Open,???,DCS_469003,DCS_88623,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,128,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88623 not found for field Order_Number__c in entity WorkOrder:--,128,1,0.0,Vitracoat RAL 3005 Wine Red Polyester 25 Pound Box PMS 490,,88623-04,Open,???,DCS_469004,DCS_88623,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,129,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88632 not found for field Order_Number__c in entity WorkOrder:--,129,1,7.5,5% Environmental Fee,,88623-05,Open,???,DCS_469005,DCS_88623,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,130,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88632 not found for field Order_Number__c in entity WorkOrder:--,130,4,100.0,"18 1/2""dia x 9 3/4""",,88632-01,Open,???,DCS_469006,DCS_88632,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,131,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88632 not found for field Order_Number__c in entity WorkOrder:--,131,6,0.0,,,88632-02,Open,???,DCS_469007,DCS_88632,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,132,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88626 not found for field Order_Number__c in entity WorkOrder:--,132,1,20.0,5% Environmental Fee,,88632-03,Open,???,DCS_469008,DCS_88632,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,133,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88626 not found for field Order_Number__c in entity WorkOrder:--,133,2,0.0,"98 1/2"" x 2 3/4"" x 1/16""",,88626-01,Open,???,DCS_469009,DCS_88626,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,134,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88626 not found for field Order_Number__c in entity WorkOrder:--,134,1,150.0,,,88626-02,Open,???,DCS_469010,DCS_88626,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,135,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88626 not found for field Order_Number__c in entity WorkOrder:--,135,1,0.0,,,88626-03,Open,???,DCS_469011,DCS_88626,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,136,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88625 not found for field Order_Number__c in entity WorkOrder:--,136,1,7.5,5% Environmental Fee,,88626-04,Open,???,DCS_469012,DCS_88626,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,137,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88625 not found for field Order_Number__c in entity WorkOrder:--,137,6,25.0,"96"" x 3/4"" x 7/8"" x 3/4""",,88625-01,Open,???,DCS_469013,DCS_88625,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,138,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88625 not found for field Order_Number__c in entity WorkOrder:--,138,13,15.0,"98 1/2"" x 2 2/3"" x 1/16",,88625-02,Open,???,DCS_469014,DCS_88625,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,139,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88625 not found for field Order_Number__c in entity WorkOrder:--,139,5,0.0,Cardinal WH08 White Matte Polyester. 50 pound box,,88625-03,Open,???,DCS_469015,DCS_88625,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,140,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,140,1,17.25,5% Environmental Fee,,88625-04,Open,???,DCS_469016,DCS_88625,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,141,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,141,6,0.0,"1"" x 1"" x 96"" x 1/16""",,88630-01,Open,???,DCS_469017,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,142,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,142,4,0.0,"2 1/2"" x 3"" x 165""",,88630-02,Open,???,DCS_469018,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,143,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,143,4,0.0,"4 1/4"" x 2 3/8"" x 153""",,88630-03,Open,???,DCS_469019,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,144,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,144,4,0.0,"5 1/4"" x 6 1/4"" x 1 1/2"" x 1/8""",,88630-04,Open,???,DCS_469020,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,145,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,145,10,0.0,"9"" x 5 1/2"" x 1 1/2"" x 1/8""",,88630-05,Open,???,DCS_469021,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,146,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,146,4,0.0,"2"" x 2 1/2"" x 2"" x 1/8""",,88630-06,Open,???,DCS_469022,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,147,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,147,4,0.0,"7"" x 2 3/4"" x 1 3/8"" x 1/8""",,88630-07,Open,???,DCS_469023,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,148,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,148,3,0.0,"3 1/4"" x 2"" x 1 1/4"" x 1/16""",,88630-08,Open,???,DCS_469024,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,149,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,149,3,0.0,"4 1/4"" x 2 3/4"" x 5/8""",,88630-09,Open,???,DCS_469025,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,150,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,150,4,0.0,"2 3/4"" x 4 1/4"" x 4 1/4"" x 1"" x 1""",,88630-10,Open,???,DCS_469026,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,151,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,151,50,0.0,"7 1/2"" x 2 3/4"" x 1 1/2""",,88630-11,Open,???,DCS_469027,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,152,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,152,2,0.0,"4"" x 2 3/4"" x 1""",,88630-12,Open,???,DCS_469028,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,153,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
INVALID_FIELD:Foreign key external ID: dcs_88630 not found for field Order_Number__c in entity WorkOrder:--,153,7,0.0,desert bronze,,88630-13,Open,???,DCS_469029,DCS_88630,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,154,Y,2023-05-02 05:00:09.140,DCS_OrderDet.csv,2023-05-01
